rule_id,natural_language_entity,ifc_entity_occurrence,ifc_entity_type,property_set,property_name,required_stage,requirement_type,allowed_values,disallowed_values,flagged_value,severity,enabled
MER_Furniture_ServiceLifeDuration_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Type,ServiceLifeDuration,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_SystemCategory_S4,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_System,SystemCategory,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_SystemDescription_S4,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_System,SystemDescription,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_SystemName_S4,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_System,SystemName,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_TagNumber_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Component,TagNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Furniture_Uniclass_2015_S4,Furniture,IfcFurnishingElement,IfcFurnitureType,,Uniclass 2015,4,required,,,,FAIL,True
MER_Furniture_WarrantyDescription_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Type,WarrantyDescription,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_WarrantyDurationLabor_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Type,WarrantyDurationLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_WarrantyDurationParts_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Type,WarrantyDurationParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_WarrantyDurationUnit_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Type,WarrantyDurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_WarrantyGuarantorLabor_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Type,WarrantyGuarantorLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_WarrantyGuarantorParts_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Type,WarrantyGuarantorParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Furniture_WarrantyStartDate_S5,Furniture,IfcFurnishingElement,IfcFurnitureType,COBie_Component,WarrantyStartDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_AssetIdentifier_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Component,AssetIdentifier,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_AssetType_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,AssetType,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_BarCode_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Component,BarCode,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Light_Fixture_ComponentSpace_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Component,ComponentSpace,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_DurationUnit_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,DurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_InstallationDate_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Component,InstallationDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_Manufacturer_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,Manufacturer,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_Material_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,Material,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Light_Fixture_ModelLabel_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,ModelLabel,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Light_Fixture_ModelReference_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,ModelReference,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Light_Fixture_NominalHeight_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,NominalHeight,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_NominalLength_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,NominalLength,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_NominalWidth_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,NominalWidth,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_Quantity_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_TypeAttributes,Quantity,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_SerialNumber_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Component,SerialNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Light_Fixture_ServiceLifeDuration_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,ServiceLifeDuration,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_SustainabilityPerformance_S7,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,SustainabilityPerformance,7,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_SystemCategory_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_System,SystemCategory,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_SystemDescription_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_System,SystemDescription,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_SystemName_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_System,SystemName,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_TagNumber_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Component,TagNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Light_Fixture_Uniclass_2015_S4,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,,Uniclass 2015,4,required,,,,FAIL,True
MER_Light_Fixture_WarrantyDescription_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,WarrantyDescription,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_WarrantyDurationLabor_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,WarrantyDurationLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_WarrantyDurationParts_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,WarrantyDurationParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_WarrantyDurationUnit_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,WarrantyDurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_WarrantyGuarantorLabor_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,WarrantyGuarantorLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_WarrantyGuarantorParts_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Type,WarrantyGuarantorParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Light_Fixture_WarrantyStartDate_S5,Light Fixture,IfcFlowTerminal,IfcLightFixtureType,COBie_Component,WarrantyStartDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Member_AssetType_S4,Member,IfcMember,IfcMemberType,COBie_Type,AssetType,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Member_ComponentSpace_S4,Member,IfcMember,IfcMemberType,COBie_Component,ComponentSpace,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Member_Material_S4,Member,IfcMember,IfcMemberType,COBie_Type,Material,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Member_NominalLength_S4,Member,IfcMember,IfcMemberType,COBie_Type,NominalLength,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Member_NominalWidth_S4,Member,IfcMember,IfcMemberType,COBie_Type,NominalWidth,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Member_Quantity_S4,Member,IfcMember,IfcMemberType,COBie_TypeAttributes,Quantity,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Member_Uniclass_2015_S4,Member,IfcMember,IfcMemberType,,Uniclass 2015,4,required,,,,FAIL,True
MER_Other_AssetIdentifier_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Component,AssetIdentifier,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_AssetType_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,AssetType,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_BarCode_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Component,BarCode,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Other_ComponentSpace_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Component,ComponentSpace,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_ConcreteStrength_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_TypeAttributes,ConcreteStrength,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_Durability_S6,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_TypeAttributes,Durability,6,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_DurationUnit_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,DurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_InstallationDate_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Component,InstallationDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_Manufacturer_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,Manufacturer,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_Material_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,Material,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Other_ModelLabel_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,ModelLabel,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Other_ModelReference_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,ModelReference,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Other_NominalHeight_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,NominalHeight,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_NominalLength_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,NominalLength,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_NominalWidth_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,NominalWidth,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_Quantity_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_TypeAttributes,Quantity,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_ServiceLifeDuration_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,ServiceLifeDuration,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_TagNumber_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Component,TagNumber,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Other_Uniclass_2015_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,,Uniclass 2015,4,required,,,,FAIL,True
MER_Other_Volume_S4,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_TypeAttributes,Volume,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WarrantyDescription_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,WarrantyDescription,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WarrantyDurationLabor_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,WarrantyDurationLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WarrantyDurationParts_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,WarrantyDurationParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WarrantyDurationUnit_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,WarrantyDurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WarrantyGuarantorLabor_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,WarrantyGuarantorLabor,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WarrantyGuarantorParts_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Type,WarrantyGuarantorParts,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WarrantyStartDate_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_Component,WarrantyStartDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Other_WorkPressure_S5,Other,IfcBuildingElementProxy,IfcBuildingElementProxyType,COBie_TypeAttributes,WorkPressure,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_Area_S4,Outlet,IfcFlowTerminal,IfcOutletType,COBie_TypeAttributes,Area,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_AssetIdentifier_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Component,AssetIdentifier,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_AssetType_S4,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Type,AssetType,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_BarCode_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Component,BarCode,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Outlet_ComponentSpace_S4,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Component,ComponentSpace,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_DurationUnit_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Type,DurationUnit,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_EnergyEfficiency_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_TypeAttributes,EnergyEfficiency,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_InstallationDate_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Component,InstallationDate,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_Manufacturer_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Type,Manufacturer,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
MER_Outlet_Material_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Type,Material,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Outlet_ModelLabel_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Type,ModelLabel,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Outlet_ModelReference_S5,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Type,ModelReference,5,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",Provisional,WARN,True
MER_Outlet_NominalHeight_S4,Outlet,IfcFlowTerminal,IfcOutletType,COBie_Type,NominalHeight,4,required,,"To Be Confirmed, Not Applicable, tbc, n/a, Blank, Placeholder, Stage 4, Stage 4A, Stage 4B, Stage 4C, Stage 5, By Contractor, 0., 0.0",,FAIL,True
